"[[6, 1], [5, 3], [4, 3]]",MOVE FAST RIGHT,"[[6, 1], [5, 3], [3, 3]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[6, 1], [5, 3], [3, 3]]",MOVE FAST FORWARD,"[[4, 1], [4, 3], [2, 3]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[4, 1], [4, 3], [2, 3]]",MOVE FAST FORWARD,"[[2, 1], [3, 3], [1, 3]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 1], [3, 3], [1, 3]]",MOVE SLOW RIGHT,"[[2, 2], [3, 2], [0, 3]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 2], [3, 2], [0, 3]]",MOVE FAST RIGHT,"[[2, 4], [3, 1], [0, 2]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 4], [3, 1], [0, 2]]",MOVE FAST RIGHT,"[[2, 6], [3, 0], [0, 1]]","[14.0, -10.0, 0.0]",True,"[[2, 2], [2, 5], [4, 1]]"
"[[6, 1], [5, 3], [4, 3]]",MOVE FAST RIGHT,"[[6, 1], [5, 3], [3, 3]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[6, 1], [5, 3], [3, 3]]",MOVE FAST FORWARD,"[[4, 1], [5, 3], [2, 3]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[4, 1], [5, 3], [2, 3]]",MOVE FAST FORWARD,"[[2, 1], [4, 3], [1, 3]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 1], [4, 3], [1, 3]]",MOVE FAST RIGHT,"[[2, 3], [3, 3], [0, 3]]","[-1.0, -10.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
"[[2, 3], [3, 3], [0, 3]]",MOVE SLOW RIGHT,"[[2, 4], [3, 2], [0, 2]]","[-1.0, 0.0, 0.0]",False,"[[2, 2], [2, 5], [4, 1]]"
